frame.time_epoch,ip.dst
1751014321.889106000,
1751014321.889108000,
1751014321.889109000,
1751014321.889110000,
1751014321.889111000,
1751014321.889112000,
1751014321.889113000,
1751014321.889267000,
1751014321.889331000,
1751014321.889369000,
1751014321.889443000,
1751014321.889469000,
1751014321.889470000,
1751014321.889471000,
1751014321.889473000,
1751014321.889474000,
1751014321.889475000,
1751014321.889476000,
1751014321.889478000,
1751014321.889479000,
1751014321.889481000,
1751014321.889483000,
1751014321.889484000,
1751014321.889485000,
1751014321.889486000,
1751014321.889488000,
1751014321.889489000,
1751014321.889490000,
1751014321.889491000,
1751014321.889492000,
1751014321.889494000,
1751014321.889495000,
1751014321.889496000,
1751014321.889497000,
1751014321.889498000,
1751014321.889500000,
1751014321.889501000,
1751014321.889503000,
1751014321.889504000,
1751014321.889505000,
1751014321.889506000,
1751014321.889507000,
1751014321.889508000,
1751014321.889510000,
1751014321.889511000,
1751014321.889512000,
1751014321.889513000,
1751014321.889515000,
1751014321.889516000,
1751014321.889517000,
1751014321.889518000,
1751014321.889658000,
1751014321.889705000,
1751014321.889753000,
1751014321.889818000,
1751014321.890188000,
1751014321.890189000,
1751014321.890191000,
1751014321.890192000,
1751014321.890193000,
1751014321.890194000,
1751014321.890196000,
1751014321.890197000,
1751014321.890198000,
1751014321.890199000,
1751014321.890201000,
1751014321.890202000,
1751014321.890203000,
1751014321.890204000,
1751014321.890206000,
1751014321.890207000,
1751014321.890208000,
1751014321.890209000,
1751014321.890210000,
1751014321.890211000,
1751014321.890213000,
1751014321.890214000,
1751014321.890215000,
1751014321.890216000,
1751014321.890217000,
1751014321.890219000,
1751014321.890220000,
1751014321.890221000,
1751014321.890223000,
1751014321.890224000,
1751014321.890225000,
1751014321.890226000,
1751014321.890228000,
1751014321.890229000,
1751014321.890231000,
1751014321.890232000,
1751014321.890396000,
1751014321.890502000,
1751014321.890543000,
1751014321.890679000,
1751014321.890767000,
1751014321.890768000,
1751014321.890769000,
1751014321.890770000,
1751014321.890771000,
1751014321.890771000,
1751014321.890772000,
1751014321.890773000,
1751014321.890774000,
1751014321.890774000,
1751014321.890775000,
1751014321.890776000,
1751014321.890777000,
1751014321.890778000,
1751014321.890779000,
1751014321.890779000,
1751014321.890780000,
1751014321.890781000,
1751014321.890782000,
1751014321.890782000,
1751014321.890783000,
1751014321.890784000,
1751014321.890784000,
1751014321.890785000,
1751014321.890897000,
1751014321.890935000,
1751014321.891531000,
1751014321.891532000,
1751014321.891533000,
1751014321.891534000,
1751014321.891535000,
1751014321.891535000,
1751014321.891536000,
1751014321.891537000,
1751014321.891538000,
1751014321.891539000,
1751014321.891540000,
1751014321.891540000,
1751014321.891542000,
1751014321.891543000,
1751014321.891543000,
1751014321.891544000,
1751014321.891545000,
1751014321.891546000,
1751014321.891547000,
1751014321.891548000,
1751014321.891549000,
1751014321.891550000,
1751014321.891551000,
1751014321.891551000,
1751014321.891552000,
1751014321.891553000,
1751014321.891553000,
1751014321.891554000,
1751014321.891555000,
1751014321.891556000,
1751014321.891557000,
1751014321.891558000,
1751014321.891559000,
1751014321.891560000,
1751014321.891561000,
1751014321.891561000,
1751014321.891562000,
1751014321.891563000,
1751014321.891564000,
1751014321.891565000,
1751014321.891565000,
1751014321.891566000,
1751014321.891567000,
1751014321.891568000,
1751014321.891569000,
1751014321.891570000,
1751014321.891571000,
1751014321.891571000,
1751014321.891572000,
1751014321.891573000,
1751014321.891574000,
1751014321.891575000,
1751014321.891576000,
1751014321.891577000,
1751014321.891577000,
1751014321.891578000,
1751014321.891579000,
1751014321.891580000,
1751014321.891581000,
1751014321.891582000,
1751014321.891695000,
1751014321.891742000,
1751014321.891822000,
1751014321.891900000,
1751014321.892014000,
1751014321.892048000,
1751014321.893969000,
1751014321.894081000,
1751014321.895381000,
1751014321.895382000,
1751014321.895390000,
1751014321.895777000,
1751014321.897634000,
1751014321.898065000,
1751014321.898192000,
1751014321.898193000,
1751014321.902413000,
1751014321.903975000,
1751014321.903976000,
1751014321.904137000,
1751014321.912558000,
1751014322.000451000,
1751014322.008012000,
1751014322.010007000,
1751014322.013742000,
1751014322.013744000,
1751014322.014391000,
1751014322.015404000,
1751014322.015405000,
1751014322.015407000,
1751014322.015408000,
1751014322.015410000,
1751014322.015411000,
1751014322.015412000,
1751014322.015414000,
1751014322.015415000,
1751014322.015416000,
1751014322.015417000,
1751014322.015604000,
1751014322.017411000,
1751014322.021594000,
1751014322.023133000,
1751014322.048604000,
1751014322.048608000,
1751014322.048612000,
1751014322.048616000,
1751014322.048619000,
1751014322.050542000,
1751014322.050546000,
1751014322.050549000,
1751014322.050551000,
1751014322.050553000,
1751014322.050556000,
1751014322.050559000,
1751014322.050562000,
1751014322.050623000,
1751014322.052360000,
1751014322.077653000,
1751014322.083021000,
1751014322.083541000,
1751014322.083983000,
1751014322.085745000,
1751014322.091359000,
1751014322.093308000,
1751014322.167532000,
1751014322.169525000,
1751014322.169815000,
1751014322.171672000,
1751014322.178096000,
1751014322.431376000,
1751014322.502021000,
1751014322.502025000,
1751014322.502028000,
1751014322.502029000,
1751014322.502033000,
1751014322.502036000,
1751014322.502038000,
1751014322.502040000,
1751014322.502043000,
1751014322.502045000,
1751014322.502048000,
1751014322.502050000,
1751014322.502053000,
1751014322.502055000,
1751014322.502473000,
1751014322.502475000,
1751014322.502476000,
1751014322.502477000,
1751014322.502527000,
1751014322.504382000,
1751014322.505570000,
1751014322.505572000,
1751014322.505573000,
1751014322.505575000,
1751014322.505576000,
1751014322.505716000,
1751014322.506199000,
1751014322.506201000,
1751014322.506202000,
1751014322.506203000,
1751014322.507276000,
1751014322.507277000,
1751014322.507277000,
1751014322.507344000,
1751014322.524887000,
1751014322.593307000,
1751014323.018890000,
1751014323.018917000,
1751014323.018918000,
1751014323.036516000,
1751014323.038521000,
1751014323.125739000,
1751014323.127306000,
1751014323.128087000,
1751014323.129589000,
1751014323.129695000,
1751014323.132761000,
1751014323.134624000,
1751014323.134877000,
1751014323.136699000,
1751014323.137004000,
1751014323.208572000,
1751014323.209820000,
1751014323.210167000,
1751014323.217455000,
1751014323.251412000,
1751014323.252733000,
1751014323.253152000,
1751014323.260795000,
1751014325.124930000,
1751014325.125083000,
1751014325.193603000,
1751014325.194729000,
1751014325.194732000,
1751014325.194735000,
1751014325.194738000,
1751014325.194918000,
1751014325.194921000,
1751014325.194923000,
1751014325.194925000,
1751014325.194927000,
1751014325.194929000,
1751014325.195134000,
1751014325.195136000,
1751014325.195139000,
1751014325.195484000,
1751014325.195809000,
1751014325.195811000,
1751014325.195814000,
1751014325.195817000,
1751014325.197379000,
1751014325.197382000,
1751014325.197385000,
1751014325.197388000,
1751014325.197630000,
1751014325.198677000,
1751014325.198679000,
1751014325.198681000,
1751014325.198683000,
1751014325.200514000,
1751014325.200516000,
1751014325.200518000,
1751014325.200521000,
1751014325.200764000,
1751014325.202518000,
1751014325.202520000,
1751014325.202522000,
1751014325.205078000,
1751014325.205082000,
1751014325.205083000,
1751014325.205087000,
1751014325.210063000,
1751014325.210065000,
1751014325.210067000,
1751014325.210070000,
1751014325.210072000,
1751014325.210075000,
1751014325.210076000,
1751014325.210078000,
1751014325.210382000,
1751014325.210384000,
1751014325.210388000,
1751014325.211260000,
1751014325.211263000,
1751014325.211265000,
1751014325.211267000,
1751014325.211405000,
1751014325.212035000,
1751014325.212037000,
1751014325.212984000,
1751014325.212986000,
1751014325.213329000,
1751014325.229459000,
1751014325.250404000,
1751014325.250424000,
1751014325.250427000,
1751014325.250444000,
1751014325.250448000,
1751014325.257309000,
1751014325.257311000,
1751014325.259213000,
1751014325.275297000,
1751014325.430193000,
1751014325.431881000,
1751014325.431884000,
1751014325.431889000,
1751014325.431893000,
1751014325.431895000,
1751014325.431898000,
1751014325.431900000,
1751014325.431902000,
1751014325.431904000,
1751014325.431906000,
1751014325.431908000,
1751014325.432170000,
1751014325.432219000,
1751014325.440766000,
1751014329.169087000,
1751014329.243969000,
1751014329.712328000,8.8.8.8
1751014329.713297000,
1751014329.753238000,
1751014329.754344000,8.8.8.8
1751014329.754996000,
1751014329.756555000,
1751014329.756557000,
1751014329.756558000,
1751014329.756560000,
1751014329.756561000,
1751014329.756563000,
1751014329.756564000,
1751014329.756565000,
1751014329.756566000,172.16.10.60
1751014329.756697000,
1751014329.756832000,172.16.10.60
1751014329.756834000,172.16.10.60
1751014329.757067000,8.8.8.8
1751014329.757198000,8.8.8.8
1751014329.757306000,8.8.8.8
1751014329.758199000,
1751014329.758958000,
1751014329.759008000,
1751014329.759014000,
1751014329.759034000,
1751014329.762508000,
1751014329.762613000,172.16.10.60
1751014329.765033000,172.16.10.60
1751014329.765044000,172.16.10.60
1751014329.765045000,172.16.10.60
1751014329.767543000,
1751014329.769261000,
1751014329.769413000,
1751014329.769441000,
1751014329.771182000,
1751014329.771184000,
1751014329.771333000,
1751014329.774713000,
1751014329.774851000,
1751014329.775150000,
1751014329.775823000,
1751014329.775836000,
1751014329.777935000,
1751014329.783453000,
1751014329.786566000,
1751014329.786568000,
1751014329.786571000,
1751014329.786574000,
1751014329.786576000,
1751014329.786578000,
1751014329.786846000,
1751014329.786942000,
1751014329.787943000,
1751014329.787998000,
1751014329.788293000,
1751014329.788294000,
1751014329.788308000,
1751014329.788314000,
1751014329.788325000,
1751014329.795250000,
1751014329.795251000,
1751014329.795252000,
1751014329.795253000,
1751014329.795401000,
1751014329.795991000,
1751014329.796779000,
1751014329.796942000,
1751014329.803209000,
1751014329.806370000,
1751014329.808132000,
1751014329.808248000,
1751014329.830402000,
1751014329.835588000,
1751014329.836989000,
1751014329.836990000,
1751014329.836992000,
1751014329.836993000,
1751014329.836995000,
1751014329.836996000,
1751014329.836998000,
1751014329.837112000,
1751014329.837133000,
1751014329.837164000,
1751014329.837197000,
1751014329.838368000,
1751014329.838370000,
1751014329.838468000,
1751014329.838753000,
1751014329.838755000,
1751014329.838843000,
1751014329.840121000,
1751014329.840123000,
1751014329.840124000,
1751014329.840126000,
1751014329.840128000,
1751014329.840129000,
1751014329.840130000,
1751014329.840132000,
1751014329.840254000,
1751014329.840269000,
1751014329.840298000,
1751014329.840315000,
1751014329.840502000,
1751014329.840504000,
1751014329.840591000,
1751014329.842043000,
1751014329.842045000,
1751014329.842047000,
1751014329.842050000,
1751014329.842053000,
1751014329.842054000,
1751014329.842178000,
1751014329.842191000,
1751014329.842221000,
1751014329.843780000,
1751014329.843781000,
1751014329.843782000,
1751014329.843783000,
1751014329.843784000,
1751014329.843785000,
1751014329.843786000,
1751014329.843787000,
1751014329.843889000,
1751014329.843909000,
1751014329.843929000,
1751014329.844000000,
1751014329.845092000,
1751014329.845094000,
1751014329.845229000,
1751014329.846647000,
1751014329.846649000,
1751014329.846650000,
1751014329.846652000,
1751014329.846654000,
1751014329.846656000,
1751014329.846657000,
1751014329.846659000,
1751014329.846661000,
1751014329.847023000,
1751014329.847135000,
1751014329.847169000,
1751014329.847218000,
1751014329.847241000,
1751014329.847264000,
1751014329.848263000,
1751014329.848264000,
1751014329.848265000,
1751014329.848266000,
1751014329.848267000,
1751014329.848268000,
1751014329.848270000,
1751014329.848270000,
1751014329.848272000,
1751014329.848273000,
1751014329.848274000,
1751014329.848275000,
1751014329.848555000,
1751014329.848749000,
1751014329.848779000,
1751014329.848802000,
1751014329.848825000,
1751014329.848849000,
1751014329.850315000,
1751014329.850317000,
1751014329.850422000,
1751014329.851822000,
1751014329.851823000,
1751014329.851824000,
1751014329.851825000,
1751014329.851826000,
1751014329.851827000,
1751014329.851827000,
1751014329.851828000,
1751014329.851829000,
1751014329.851830000,
1751014329.851910000,
1751014329.851935000,
1751014329.851958000,
1751014329.851992000,
1751014329.852015000,
1751014329.852076000,
1751014329.852077000,
1751014329.852131000,
1751014329.854064000,
1751014329.854065000,
1751014329.854067000,
1751014329.854068000,
1751014329.854069000,
1751014329.854071000,
1751014329.854072000,
1751014329.854074000,
1751014329.854075000,
1751014329.854076000,
1751014329.854078000,
1751014329.854079000,
1751014329.854080000,
1751014329.854082000,
1751014329.854083000,
1751014329.854084000,
1751014329.854085000,
1751014329.854086000,
1751014329.854088000,
1751014329.854089000,
1751014329.854090000,
1751014329.854091000,
1751014329.854213000,
1751014329.854228000,
1751014329.854268000,
1751014329.854291000,
1751014329.854297000,
1751014329.854321000,
1751014329.854349000,
1751014329.854355000,
1751014329.854381000,
1751014329.856650000,
1751014329.856878000,
1751014329.856879000,
1751014329.856880000,
1751014329.856880000,
1751014329.856881000,
1751014329.856882000,
1751014329.856883000,
1751014329.856883000,
1751014329.856884000,
1751014329.856885000,
1751014329.856886000,
1751014329.856886000,
1751014329.856887000,
1751014329.856888000,
1751014329.856889000,
1751014329.856890000,
1751014329.856890000,
1751014329.856891000,
1751014329.856892000,
1751014329.856892000,
1751014329.856893000,
1751014329.856894000,
1751014329.856895000,
1751014329.856895000,
1751014329.857014000,
1751014329.857057000,
1751014329.857683000,
1751014329.857684000,
1751014329.858497000,
1751014329.859319000,
1751014329.859680000,
1751014329.859681000,
1751014329.859681000,
1751014329.859682000,
1751014329.859683000,
1751014329.859684000,
1751014329.859685000,
1751014329.859686000,
1751014329.859687000,
1751014329.859687000,
1751014329.859688000,
1751014329.859689000,
1751014329.859797000,
1751014329.861499000,
1751014329.861500000,
1751014329.861501000,
1751014329.861502000,
1751014329.861504000,
1751014329.861505000,
1751014329.861506000,
1751014329.861507000,
1751014329.861508000,
1751014329.861509000,
1751014329.861510000,
1751014329.861511000,
1751014329.861512000,
1751014329.861513000,
1751014329.861613000,
1751014329.861687000,
1751014329.863714000,
1751014329.863716000,
1751014329.863718000,
1751014329.863719000,
1751014329.863721000,
1751014329.863723000,
1751014329.863724000,
1751014329.863726000,
1751014329.863872000,
1751014329.865067000,
1751014329.865069000,
1751014329.865071000,
1751014329.865073000,
1751014329.865079000,
1751014329.865081000,
1751014329.865084000,
1751014329.865086000,
1751014329.865088000,
1751014329.865090000,
1751014329.865093000,
1751014329.865096000,
1751014329.865098000,
1751014329.865100000,
1751014329.865102000,
1751014329.865104000,
1751014329.865106000,
1751014329.865108000,
1751014329.865110000,
1751014329.865112000,
1751014329.865115000,
1751014329.865117000,
1751014329.865119000,
1751014329.865121000,
1751014329.865123000,
1751014329.865126000,
1751014329.865129000,
1751014329.865131000,
1751014329.865133000,
1751014329.865135000,
1751014329.865138000,
1751014329.865140000,
1751014329.865335000,
1751014329.865402000,
1751014329.865454000,
1751014329.865474000,
1751014329.865476000,
1751014329.865477000,
1751014329.865478000,
1751014329.865480000,
1751014329.865481000,
1751014329.865566000,
1751014329.866444000,
1751014329.866446000,
1751014329.867831000,
1751014329.868166000,
1751014329.868167000,
1751014329.868169000,
1751014329.868170000,
1751014329.868171000,
1751014329.868173000,
1751014329.868174000,
1751014329.868176000,
1751014329.868178000,
1751014329.868180000,
1751014329.868181000,
1751014329.868183000,
1751014329.868184000,
1751014329.868187000,
1751014329.868188000,
1751014329.868189000,
1751014329.868191000,
1751014329.868193000,
1751014329.868195000,
1751014329.868197000,
1751014329.868198000,
1751014329.868200000,
1751014329.868202000,
1751014329.868203000,
1751014329.868205000,
1751014329.868206000,
1751014329.868208000,
1751014329.868209000,
1751014329.868397000,
1751014329.868464000,
1751014329.869497000,
1751014329.869499000,
1751014329.869634000,
1751014329.870031000,
1751014329.870845000,
1751014329.870847000,
1751014329.870849000,
1751014329.870860000,
1751014329.870862000,
1751014329.870863000,
1751014329.870864000,
1751014329.870866000,
1751014329.870868000,
1751014329.870869000,
1751014329.870874000,
1751014329.870875000,
1751014329.870877000,
1751014329.870878000,
1751014329.870880000,
1751014329.870882000,
1751014329.870883000,
1751014329.870885000,
1751014329.870886000,
1751014329.870887000,
1751014329.870889000,
1751014329.870891000,
1751014329.870892000,
1751014329.870894000,
1751014329.870895000,
1751014329.870897000,
1751014329.871121000,
1751014329.871126000,
1751014329.871127000,
1751014329.871170000,
1751014329.873466000,
1751014329.874420000,
1751014329.874422000,
1751014329.874425000,
1751014329.874427000,
1751014329.874430000,
1751014329.874432000,
1751014329.874434000,
1751014329.874436000,
1751014329.874439000,
1751014329.874442000,
1751014329.874620000,
1751014329.875870000,
1751014329.875872000,
1751014329.875875000,
1751014329.875877000,
1751014329.875880000,
1751014329.875882000,
1751014329.875885000,
1751014329.875887000,
1751014329.875890000,
1751014329.875892000,
1751014329.875897000,
1751014329.875899000,
1751014329.875902000,
1751014329.875904000,
1751014329.875906000,
1751014329.875909000,
1751014329.875911000,
1751014329.875914000,
1751014329.875916000,
1751014329.875921000,
1751014329.875923000,
1751014329.875926000,
1751014329.875928000,
1751014329.875930000,
1751014329.875933000,
1751014329.875935000,
1751014329.875938000,
1751014329.875940000,
1751014329.876171000,
1751014329.876221000,
1751014329.877611000,
1751014329.877615000,
1751014329.877621000,
1751014329.877623000,
1751014329.877624000,
1751014329.877627000,
1751014329.877628000,
1751014329.877631000,
1751014329.877633000,
1751014329.877635000,
1751014329.877637000,
1751014329.877640000,
1751014329.877642000,
1751014329.877644000,
1751014329.877646000,
1751014329.877649000,
1751014329.877651000,
1751014329.877653000,
1751014329.877655000,
1751014329.877658000,
1751014329.877660000,
1751014329.877663000,
1751014329.877668000,
1751014329.877671000,
1751014329.877674000,
1751014329.877857000,
1751014329.877910000,
1751014329.877958000,
1751014329.878119000,
1751014329.878121000,
1751014329.878122000,
1751014329.878124000,
1751014329.878125000,
1751014329.878126000,
1751014329.878136000,
1751014329.878137000,
1751014329.878139000,
1751014329.878140000,
1751014329.878141000,
1751014329.878143000,
1751014329.878144000,
1751014329.878146000,
1751014329.878147000,
1751014329.878148000,
1751014329.878150000,
1751014329.878151000,
1751014329.878152000,
1751014329.878154000,
1751014329.878155000,
1751014329.878156000,
1751014329.878157000,
1751014329.878159000,
1751014329.878305000,
1751014329.878373000,
1751014329.878398000,
1751014329.878399000,
1751014329.878401000,
1751014329.878402000,
1751014329.878403000,
1751014329.878404000,
1751014329.878406000,
1751014329.878491000,
1751014329.879460000,
1751014329.879462000,
1751014329.879463000,
1751014329.879465000,
1751014329.879467000,
1751014329.879469000,
1751014329.879470000,
1751014329.879472000,
1751014329.879474000,
1751014329.879476000,
1751014329.879477000,
1751014329.879479000,
1751014329.879481000,
1751014329.879482000,
1751014329.879484000,
1751014329.879486000,
1751014329.879487000,
1751014329.879494000,
1751014329.879495000,
1751014329.879642000,
1751014329.879696000,
1751014329.881290000,
1751014329.881291000,
1751014329.881293000,
1751014329.881294000,
1751014329.881295000,
1751014329.881296000,
1751014329.881298000,
1751014329.881299000,
1751014329.881300000,
1751014329.881302000,
1751014329.881303000,
1751014329.881305000,
1751014329.881306000,
1751014329.881307000,
1751014329.881308000,
1751014329.881310000,
1751014329.881312000,
1751014329.881313000,
1751014329.881314000,
1751014329.881315000,
1751014329.881316000,
1751014329.881318000,
1751014329.881319000,
1751014329.881320000,
1751014329.881493000,
1751014329.881543000,
1751014329.881588000,
1751014329.881931000,
1751014329.881932000,
1751014329.881933000,
1751014329.881934000,
1751014329.881936000,
1751014329.881937000,
1751014329.883400000,
1751014329.883401000,
1751014329.883818000,
1751014329.883820000,
1751014329.883821000,
1751014329.883909000,
1751014329.885005000,
1751014329.885006000,
1751014329.885008000,
1751014329.885010000,
1751014329.885011000,
1751014329.885012000,
1751014329.885014000,
1751014329.885015000,
1751014329.885017000,
1751014329.885018000,
1751014329.885020000,
1751014329.885021000,
1751014329.885022000,
1751014329.885024000,
1751014329.885025000,
1751014329.885026000,
1751014329.885028000,
1751014329.885029000,
1751014329.885031000,
1751014329.885032000,
1751014329.885033000,
1751014329.885034000,
1751014329.885036000,
1751014329.885037000,
1751014329.885039000,
1751014329.885199000,
1751014329.885254000,
1751014329.886834000,
1751014329.886837000,
1751014329.886839000,
1751014329.886842000,
1751014329.886844000,
1751014329.886846000,
1751014329.886848000,
1751014329.886851000,
1751014329.886852000,
1751014329.886854000,
1751014329.886857000,
1751014329.886859000,
1751014329.886861000,
1751014329.886864000,
1751014329.886866000,
1751014329.886869000,
1751014329.886890000,
1751014329.886891000,
1751014329.886893000,
1751014329.886894000,
1751014329.886896000,
1751014329.886897000,
1751014329.886899000,
1751014329.886901000,
1751014329.887118000,
1751014329.887164000,
1751014329.887201000,
1751014329.887210000,
1751014329.887212000,
1751014329.887213000,
1751014329.887215000,
1751014329.887216000,
1751014329.887217000,
1751014329.887219000,
1751014329.887220000,
1751014329.887222000,
1751014329.887223000,
1751014329.887224000,
1751014329.887225000,
1751014329.887227000,
1751014329.887228000,
1751014329.887230000,
1751014329.887231000,
1751014329.887364000,
1751014329.889563000,
1751014329.889565000,
1751014329.889568000,
1751014329.889571000,
1751014329.889572000,
1751014329.889574000,
1751014329.889577000,
1751014329.889579000,
1751014329.889582000,
1751014329.889584000,
1751014329.889586000,
1751014329.889592000,
1751014329.889595000,
1751014329.889597000,
1751014329.889598000,
1751014329.889601000,
1751014329.889603000,
1751014329.889606000,
1751014329.889608000,
1751014329.889610000,
1751014329.889612000,
1751014329.889615000,
1751014329.889617000,
1751014329.889619000,
1751014329.889621000,
1751014329.889623000,
1751014329.889626000,
1751014329.889628000,
1751014329.889630000,
1751014329.889632000,
1751014329.889634000,
1751014329.889643000,
1751014329.889644000,
1751014329.889646000,
1751014329.889647000,
1751014329.889649000,
1751014329.889650000,
1751014329.889652000,
1751014329.889653000,
1751014329.889655000,
1751014329.889656000,
1751014329.889658000,
1751014329.889659000,
1751014329.889661000,
1751014329.889662000,
1751014329.889664000,
1751014329.889665000,
1751014329.889667000,
1751014329.889679000,
1751014329.889851000,
1751014329.889853000,
1751014329.889854000,
1751014329.889856000,
1751014329.889857000,
1751014329.889859000,
1751014329.889860000,
1751014329.889862000,
1751014329.889863000,
1751014329.889864000,
1751014329.889866000,
1751014329.889867000,
1751014329.889869000,
1751014329.889871000,
1751014329.889872000,
1751014329.889874000,
1751014329.889876000,
1751014329.889877000,
1751014329.889879000,
1751014329.889880000,
1751014329.889882000,
1751014329.889883000,
1751014329.889884000,
1751014329.889886000,
1751014329.889922000,
1751014329.890001000,
1751014329.890094000,
1751014329.890145000,
1751014329.890190000,
1751014329.890277000,
1751014329.892451000,
1751014329.892453000,
1751014329.892581000,
1751014329.892904000,
1751014329.892905000,
1751014329.892907000,
1751014329.892908000,
1751014329.892909000,
1751014329.892910000,
1751014329.892912000,
1751014329.892913000,
1751014329.892914000,
1751014329.892915000,
1751014329.892916000,
1751014329.892917000,
1751014329.892918000,
1751014329.892919000,
1751014329.892921000,
1751014329.892922000,
1751014329.892923000,
1751014329.892925000,
1751014329.893239000,
1751014329.893240000,
1751014329.893242000,
1751014329.893243000,
1751014329.893244000,
1751014329.893245000,
1751014329.893436000,
1751014329.893485000,
1751014329.894214000,
1751014329.894215000,
1751014329.894216000,
1751014329.894217000,
1751014329.894219000,
1751014329.894220000,
1751014329.894221000,
1751014329.894222000,
1751014329.894224000,
1751014329.894225000,
1751014329.894226000,
1751014329.894227000,
1751014329.894228000,
1751014329.894229000,
1751014329.894230000,
1751014329.894231000,
1751014329.894232000,
1751014329.894234000,
1751014329.894235000,
1751014329.894236000,
1751014329.894237000,
1751014329.894238000,
1751014329.894240000,
1751014329.894241000,
1751014329.894242000,
1751014329.894244000,
1751014329.894245000,
1751014329.894422000,
1751014329.894470000,
1751014329.894521000,
1751014329.896811000,
1751014329.897363000,
1751014329.897365000,
1751014329.897366000,
1751014329.897368000,
1751014329.897369000,
1751014329.897371000,
1751014329.897372000,
1751014329.897373000,
1751014329.897374000,
1751014329.897375000,
1751014329.897377000,
1751014329.897378000,
1751014329.897379000,
1751014329.897380000,
1751014329.897382000,
1751014329.897383000,
1751014329.897384000,
1751014329.897385000,
1751014329.897386000,
1751014329.897388000,
1751014329.897389000,
1751014329.897390000,
1751014329.897392000,
1751014329.897393000,
1751014329.897394000,
1751014329.897395000,
1751014329.897396000,
1751014329.897397000,
1751014329.897398000,
1751014329.897400000,
1751014329.897401000,
1751014329.897402000,
1751014329.897403000,
1751014329.897405000,
1751014329.897406000,
1751014329.897407000,
1751014329.897408000,
1751014329.897409000,
1751014329.897411000,
1751014329.897413000,
1751014329.897640000,
1751014329.897702000,
1751014329.897746000,
1751014329.897831000,
1751014329.898327000,
1751014329.898328000,
1751014329.898329000,
1751014329.898330000,
1751014329.898332000,
1751014329.898333000,
1751014329.898335000,
1751014329.898336000,
1751014329.898338000,
1751014329.898339000,
1751014329.898341000,
1751014329.898342000,
1751014329.898344000,
1751014329.898345000,
1751014329.898347000,
1751014329.898348000,
1751014329.898350000,
1751014329.898352000,
1751014329.898491000,
1751014329.899570000,
1751014329.899571000,
1751014329.899650000,
1751014329.900642000,
1751014329.900643000,
1751014329.900644000,
1751014329.900645000,
1751014329.900646000,
1751014329.900647000,
1751014329.900648000,
1751014329.900649000,
1751014329.900650000,
1751014329.900651000,
1751014329.900651000,
1751014329.900652000,
1751014329.900653000,
1751014329.900654000,
1751014329.900655000,
1751014329.900656000,
1751014329.900657000,
1751014329.900657000,
1751014329.900658000,
1751014329.900659000,
1751014329.900660000,
1751014329.900661000,
1751014329.900662000,
1751014329.900662000,
1751014329.900794000,
1751014329.900895000,
1751014329.901199000,
1751014329.901200000,
1751014329.901201000,
1751014329.901202000,
1751014329.901203000,
1751014329.901204000,
1751014329.901205000,
1751014329.901205000,
1751014329.901206000,
1751014329.901207000,
1751014329.901208000,
1751014329.901209000,
1751014329.901210000,
1751014329.901210000,
1751014329.901211000,
1751014329.901212000,
1751014329.901213000,
1751014329.901214000,
1751014329.901215000,
1751014329.901215000,
1751014329.901216000,
1751014329.901217000,
1751014329.901218000,
1751014329.901218000,
1751014329.901316000,
1751014329.901359000,
1751014329.901418000,
1751014329.901419000,
1751014329.901420000,
1751014329.901421000,
1751014329.901422000,
1751014329.901423000,
1751014329.901424000,
1751014329.901425000,
1751014329.901481000,
1751014329.901656000,
1751014329.901656000,
1751014329.903792000,
1751014329.903923000,
1751014329.903925000,
1751014329.904238000,
1751014329.904239000,
1751014329.904241000,
1751014329.904242000,
1751014329.904244000,
1751014329.904245000,
1751014329.904247000,
1751014329.904248000,
1751014329.904249000,
1751014329.904251000,
1751014329.904252000,
1751014329.904253000,
1751014329.904255000,
1751014329.904256000,
1751014329.904258000,
1751014329.904259000,
1751014329.904261000,
1751014329.904262000,
1751014329.904263000,
1751014329.904264000,
1751014329.904265000,
1751014329.904267000,
1751014329.904268000,
1751014329.904269000,
1751014329.904425000,
1751014329.904477000,
1751014329.904596000,
1751014329.904597000,
1751014329.904599000,
1751014329.904600000,
1751014329.904601000,
1751014329.904602000,
1751014329.904604000,
1751014329.904605000,
1751014329.904606000,
1751014329.904608000,
1751014329.904609000,
1751014329.904611000,
1751014329.904612000,
1751014329.904613000,
1751014329.904614000,
1751014329.904616000,
1751014329.904617000,
1751014329.904618000,
1751014329.904619000,
1751014329.904620000,
1751014329.904621000,
1751014329.904622000,
1751014329.904623000,
1751014329.904624000,
1751014329.904751000,
1751014329.904816000,
1751014329.904865000,
1751014329.905327000,
1751014329.905329000,
1751014329.905331000,
1751014329.905338000,
1751014329.905339000,
1751014329.905340000,
1751014329.905342000,
1751014329.905343000,
1751014329.905345000,
1751014329.905347000,
1751014329.905348000,
1751014329.905350000,
1751014329.905351000,
1751014329.905353000,
1751014329.905356000,
1751014329.905357000,
1751014329.905359000,
1751014329.905361000,
1751014329.905362000,
1751014329.905363000,
1751014329.905365000,
1751014329.905372000,
1751014329.905374000,
1751014329.905551000,
1751014329.905606000,
1751014329.907582000,
1751014329.912243000,
1751014329.912243000,
1751014329.912244000,
1751014329.913346000,
1751014329.913346000,
1751014329.954529000,
1751014329.982595000,
1751014329.984568000,
1751014330.066624000,
1751014330.067755000,
1751014330.068354000,
1751014330.076455000,
